,Unnamed: 0,Unnamed: 0.1,학번,학생소속대학명,학생교육부계열,성별,입학과정,학적,학과,전공,전공교수,rec012_nation_cd,과정,수료년도,수료학기,rec012_birth_dt,gpa,rec012_school_term,인건비총액,서류점수,면접점수,학부출신,대학원출신,월별인건비
1561,1561,3090,AAHxIg5wHeTyA1DFLN7BM9Qk,공과대학,공학,1,학연산협동과정,재학,전기전자공학과,반도체 및 나노전공,AAFAdiRzimzpkLB6/eFLLRaK,korean,석사과정,,,19960131,3.72,4,,40.3,42.4,타교,,0
1565,1565,3101,AAHo17IFKKHV5ZK/+bn/T8DA,공과대학,공학,1,학연산협동과정,재학,전기전자공학과,반도체 및 나노전공,AAFAdiRzimzpkLB6/eFLLRaK,korean,석사과정,,,19950831,4.06,4,,46.9,46.4,타교,,0
1566,1566,3102,AAHDIhhiilb/bwMEsl+q6SET,공과대학,공학,1,학연산협동과정,재학,전기전자공학과,집적회로전공,AAG3+nQQfku8TxQrKNeggbkB,korean,석사과정,,,19850701,3.88,4,,47,45.8,타교,,0
1572,1572,3111,AAHCRUKMA2ust1AwcMO5jgl5,공과대학,공학,1,정원외-계약학과,재학,자동차융합학과,전자제어전공,AAFK+5SVj9ejLiucZZsQCDJk,korean,석사과정,,,19930426,4,4,18540000,48,47,타교,,772500
1588,1588,3167,AAGn7zoCNTa8LHVmv46gx3WG,공과대학,공학,2,정원내신입학,재학,도시재생협동과정,,AAE5WQ5vUkXbqPGl695dRUBR,korean,석사과정,,,19961225,4.25,4,500000,28,53.33,타교,,20833.33333
1606,1606,3200,AAFeJq5xI6qAyfrNKEOneUQ7,공과대학,공학,1,정원내신입학,재학,전기전자공학과,반도체 및 나노전공,AAGSqa2+TxmLdYnES0lVt1Mj,korean,석사과정,,,19941216,4.31,4,30200000,48.2,48.7,타교,,1258333.333
1609,1609,3203,AAHowYx1rrneRfMiDmuAyUOj,공과대학,공학,1,정원내신입학,재학,전기전자공학과,컴퓨터공학전공,AAGeqJDzBjy+KGfL5UY+9TIp,korean,석사과정,,,19950530,4.45,4,45565000,49.8,47.6,타교,,1898541.667
1610,1610,3208,AAGjHnJ3zPCyvc4GVvdvhVTs,공과대학,공학,2,정원내신입학,재학,기계공학과,기계공학전공,AAGRoThUC/L3uz63KsgHIa8e,korean,석사과정,,,19941005,4.06,4,18456000,43,42,타교,,769000
1611,1611,3211,AAHfoY9N1VmldEuqbEzehevt,공과대학,공학,1,정원내신입학,재학,전기전자공학과,전기에너지,AAGRTPXixnSpI96DkLMAgUw7,korean,석사과정,,,19921001,4.38,4,27270000,45.9,46.4,자교,,1136250
1612,1612,3212,AAGlJXihfL0yBJkW1FA5xYoK,공과대학,공학,1,외국인,제적,전기전자공학과,반도체 및 나노전공,AAEi0/vt9suG6wBPbYe80RHO,foreigner,석사과정,,,19960206,,1,,98.3,0,타교,,0
1613,1613,3214,AAFvyiyS810B/b6V6lobrWba,공과대학,공학,2,정원내신입학,제적,전기전자공학과,통신 및 네트워크전공,AAHHokiidcQRGCVM5UUNCY0J,korean,석사과정,,,19961010,4,1,9520000,47.3,45.3,타교,,1586666.667
1614,1614,3215,AAHZrORsOynHgRNqGKGMcph/,공과대학,공학,1,정원내신입학,재학,전기전자공학과,신호 및 멀티미디어전공,AAGioczb0MZcdiThVufZfhjq,korean,석사과정,,,19971027,3.94,4,17900000,47.7,47.6,타교,,745833.3333
1615,1615,3216,AAEDaPcYEvRWj+NwR2xFcFHA,공과대학,공학,1,정원내신입학,재학,전기전자공학과,컴퓨터공학전공,AAH21A4vb3SvJdJfujF2CFFF,korean,석사과정,,,19960117,4.31,4,6520000,45.6,46.3,타교,,271666.6667
1616,1616,3218,AAFmJ57h/lMYQ2FSo/G9tq3+,공과대학,공학,1,정원내신입학,재학,전기전자공학과,통신 및 네트워크전공,AAG3Do5GFC741fyNHG0xL5GU,korean,석사과정,,,19940528,4.36,4,22025200,45.8,47.3,타교,,917716.6667
1625,1625,3233,AAH5XQXrgfgAqymHC5aDReB6,공과대학,공학,1,외국인,재학,전기전자공학과,반도체 및 나노전공,AAFAdiRzimzpkLB6/eFLLRaK,foreigner,석사과정,,,19961216,4.38,4,,98.5,0,자교,,0
1626,1626,3234,AAHltKnu4BD5HD7Fyh6wqriV,공과대학,공학,2,외국인,재학,전기전자공학과,통신 및 네트워크전공,AAEDRkBX7/Ql8YY92VjxsLch,foreigner,석사과정,,,19960713,4.44,4,29915019,97.7,0,타교,,1246459.125
1628,1628,3238,AAGBvo6E3nlhtzKI56RTY2DS,공과대학,공학,1,정원외-계약학과,재학,자동차융합학과,전자제어전공,AAHJ8uyqOAABSaCYNkI4XaaR,korean,석사과정,,,19930112,4.25,4,13953000,48,48,타교,,581375
1629,1629,3239,AAEAEAeZmUPKaONhvqEOhGmP,공과대학,공학,1,정원외-계약학과,재학,자동차융합학과,전자제어전공,AAEXgpbpybfmEYI/SfyD7udJ,korean,석사과정,,,19950307,4.19,4,31934670,46,46,타교,,1330611.25
1630,1630,3240,AAEIt0tqyCyAHRSsqPVrqMwi,공과대학,공학,1,정원외-계약학과,재학,자동차융합학과,전자제어전공,AAFJLDVGob6voRy+G3e6TSKV,korean,석사과정,,,19931219,4.06,4,17720000,45,45,타교,,738333.3333
1631,1631,3241,AAFtzgOLcQUfhX9g+FOet/k+,공과대학,공학,1,정원외-계약학과,재학,자동차융합학과,전자제어전공,AAGDZ4rkGFkJQKMblYZPp9Q3,korean,석사과정,,,19930619,4.38,4,24900000,44,45,자교,,1037500
1632,1632,3242,AAFfwvfwwk1likCM3jD2Gb5h,공과대학,공학,1,정원외-계약학과,재학,자동차융합학과,전자제어전공,AAGgK5aLYXtqUCEsJUyA69tb,korean,석사과정,,,19951215,4.06,4,15000000,48,47,타교,,625000
1634,1634,3244,AAEbLrd9JZ3lVqWnoSNfBl+A,공과대학,공학,1,정원외-계약학과,제적,반도체시스템공학과,나노반도체설계전공,AAEjl2tI/iO/9WH66UlDLNsD,korean,석사과정,,,19951010,4,1,13100000,46,44,자교,,2183333.333
1635,1635,3245,AAG7Yyviiy3N1VhuB/ET5k2R,공과대학,공학,1,정원외-계약학과,재학,반도체시스템공학과,나노반도체설계전공,AAEjl2tI/iO/9WH66UlDLNsD,korean,석사과정,,,19950412,4.07,4,39100000,44.2,45,자교,,1629166.667
1636,1636,3256,AAFtyd7WZxa12/+804LtoYU2,공과대학,공학,1,외국인,재학,전기전자공학과,신호 및 멀티미디어전공,AAGioczb0MZcdiThVufZfhjq,foreigner,석사과정,,,19930526,4,4,26850000,98,0,자교,,1118750
1637,1637,3257,AAH8KbddzkiLBwiQ1cq4H4nC,공과대학,공학,2,학연산협동과정,재학,전기전자공학과,신호 및 멀티미디어전공,AAGlKbihF70ge5pphNyB8/bZ,korean,석사과정,,,19931119,4.25,3,,47.1,48.6,타교,,0
1723,1723,3456,AAFcb+uy33896pDYFlCoqFKr,공과대학,공학,1,정원외-계약학과,재학,스마트융합학과,스마트융합전공,AAHy8v9SxR3RPadDh04S1IFi,korean,석사과정,,,19951124,4.38,4,11760000,36,58,자교,,490000
1724,1724,3457,AAGQdeamkTuvyojPT2C5MeWp,공과대학,공학,1,정원외-계약학과,재학,스마트융합학과,스마트융합전공,AAHy8v9SxR3RPadDh04S1IFi,korean,석사과정,,,19940727,4.5,4,15100000,36.33,56.33,자교,,629166.6667
1727,1727,3460,AAFXBqLt5HCFGOjGV/GYAzHF,공과대학,공학,1,정원외-계약학과,재학,스마트융합학과,스마트융합전공,AAFptwmanjlLzXaPDP6w+HhG,korean,석사과정,,,19960118,4.25,4,34020000,35.33,56,자교,,1417500
1729,1729,3474,AAF+hJCugHdNlwaFpw0KK4j3,공과대학,공학,1,학연산협동과정,제적,신소재공학과,신소재공학전공,AAFymew4Lrjt/j664v0m1rqf,korean,석사과정,,,19910305,4.07,4,,51,32,자교,,0
1765,1765,3577,AAEehYDYKcc9pBbGC+RgVXKD,공과대학,공학,2,정원내신입학,제적,미세소자공학협동과정,반도체소자전공,AAEClPAQjORZKayEf40sZEcD,korean,석사과정,,,19910426,4.25,1,,48,49,타교,,0
1806,1806,3648,AAHgd+p7meL2OMm2jeSM09j+,공과대학,공학,1,학연산협동과정,제적,기계공학과,기계공학전공,AAG9vgWMRYHtNalVfeopzK5v,korean,석사과정,,,19900210,3.5,4,,47.5,47.5,타교,,0
1855,1855,3781,AAHuLnphmr0m8XZz7o25w4p7,공과대학,공학,1,학연산협동과정,제적,기계공학과,기계공학전공,AAEjhMsY958qKCUYKbgm7g0N,korean,석사과정,2017,1R,19890623,3.81,4,,49,49.5,타교,,0
1856,1856,3782,AAFL81Lree4m2V5omZNPM1KA,공과대학,공학,1,학연산협동과정,제적,기계공학과,기계공학전공,AAG9vgWMRYHtNalVfeopzK5v,korean,석사과정,,,19890926,3.33,1,,47,47.5,타교,,0
1859,1859,3791,AAEzTaw/OOEsKFXkFBg2hKs0,공과대학,공학,1,정원내신입학,제적,마이크로/나노시스템협동과정,마이크로/나노시스템협동과정전공,AAFdRZU5Uy5qf4+4nNEb3Bx6,korean,석사과정,,,19900213,4.17,2,1386000,44,45,타교,,115500
1871,1871,3822,AAFQoQvOQFJAWaBXdJrMsLgT,공과대학,공학,2,정원내신입학,제적,화공생명공학과,화공생명공학전공,AAFusQhKNZAOH5aykCeK8qQL,korean,석사과정,,,19931110,4.35,2,10669500,57,37,자교,,889125
1943,1943,3976,AAGI8MTQaqAWmrGn81WiK3mI,공과대학,공학,1,정원내신입학,제적,기계공학과,기계공학전공,AAEjhMsY958qKCUYKbgm7g0N,korean,석사과정,,,19910329,3.75,2,12960000,48,48.5,자교,,1080000
2011,2011,4121,AAH77P8KfX+bHeNwtX9TQtII,공과대학,공학,1,정원내신입학,수료,화공생명공학과,화공생명공학전공,AAGNATsTd03fGsmOh7XmHI+Q,korean,석사과정,2018,1R,19910202,4.13,4,39250000,50.5,36,자교,,1635416.667
2026,2026,4164,AAGX+2d7I9HwWzL3LmbaZxF5,공과대학,공학,2,정원내신입학,제적,화공생명공학과,화공생명공학전공,AAGaCMeTjNaKuSWvzyinL5sl,korean,석사과정,,,19920604,4,3,,50,34.5,자교,,0
2036,2036,4189,AAG1meeQU3Agmoix/0eC7C1J,공과대학,공학,2,정원내신입학,제적,화공생명공학과,화공생명공학전공,AAFusQhKNZAOH5aykCeK8qQL,korean,석사과정,,,19930410,3.9,2,11820000,46.5,32,자교,,985000
2038,2038,4191,AAG1N4cSenKMn+X2mydWgNSZ,공과대학,공학,1,정원내신입학,제적,화공생명공학과,화공생명공학전공,AAFusQhKNZAOH5aykCeK8qQL,korean,석사과정,,,19910826,4.1,3,10295000,59,37.5,자교,,571944.4444
2057,2057,4275,AAEZyirwFxIjxPciE4QlQCaG,공과대학,공학,1,정원내신입학,제적,기계공학과,기계공학전공,AAGDZ4rkGFkJQKMblYZPp9Q3,korean,석사과정,,,19950807,4.38,1,11400000,48,48,자교,,1900000
2088,2088,4348,AAFoPsMMLrn8JMKFtp4OsA+P,공과대학,공학,1,정원내신입학,수료,기계공학과,기계공학전공,AAGMb99a8ba3R0Wqe3C95yqe,korean,석사과정,2021,1R,19920116,3.5,4,34335000,47,47,자교,,1430625
2152,2152,4501,AAFtqOOT2HrVp2lInNe+H8kg,공과대학,공학,1,학·석사연계과정,제적,건축학과,도시계획 및 도시설계전공,AAHgiM2C3WUM7yWRxcTuz+r0,korean,석사과정,,,19920315,4.2,1,8385000,60,32.3,자교,,1397500
2196,2196,4605,AAF5OPYrZGgMC6K1wKmkcwN2,공과대학,공학,1,정원내신입학,수료연구(재학),기계공학과,기계공학전공,AAG/cBJlTlTFYnyDm7BwmMGG,korean,석사과정,2020,2R,19951010,4.19,7,70193400,47,47,자교,,1671271.429
2240,2240,4701,AAFZum6MpL/4lH5SWNm0/Yy1,공과대학,공학,2,학연산협동과정,제적,화공생명공학과,화공생명공학전공,AAE/vvg7RqvrU/xhKeyCSz8z,korean,석사과정,,,19931227,,1,,54,32,타교,,0
2244,2244,4705,AAH30gP3ahrq8cn9GZyXlR2M,공과대학,공학,1,정원내신입학,수료연구(재학),화공생명공학과,화공생명공학전공,AAHbfpe13iYQFP6H7+l+dBws,korean,석사과정,2020,2R,19930910,3.69,4,59988000,56.33,33.67,타교,,2499500
2253,2253,4752,AAFXvNjVHjWgyE+eBo3V53pQ,공과대학,공학,1,정원내신입학,수료연구(재학),산업경영공학과,산업경영공학전공,AAF4vLFQh61Takdt+btQXdzN,korean,석사과정,2018,1R,19910524,3.44,4,,40,40,타교,,0
2254,2254,4753,AAHs9k0xwZPywaFY0sqHNfXe,공과대학,공학,2,정원내신입학,제적,산업경영공학과,산업경영공학전공,AAFD3xbYP2/G9DXqA0Ck4KRi,korean,석사과정,,,19910411,,1,,45,43,타교,,0
2266,2266,4781,AAE9FxvBKFUDQTkeSmHCmcN+,공과대학,공학,1,외국인,제적,산업경영공학과,산업경영공학전공,AAF4vLFQh61Takdt+btQXdzN,foreigner,석사과정,,,19890906,3.83,2,,73.67,,타교,,0
2287,2287,4832,AAE9HuRUjdZrwccMto10JdWi,공과대학,공학,1,정원내신입학,재학,신소재공학과,신소재공학전공,AAGng2Xk5q/nlflQ02KiFiAY,korean,석사과정,,,19820801,3.5,4,,45,46,타교,,0
2291,2291,4839,AAFLdq8L65S81Z9TN/k8xGiw,공과대학,공학,1,정원내신입학,수료연구(재학),신소재공학과,신소재공학전공,AAFgFJdHtItomDhzhC+rjvBq,korean,석사과정,2021,2R,19921107,3.94,4,28690000,45,46.5,타교,,1195416.667
2293,2293,4842,AAH8R5Uf9Wz+xEMdewiIjmIl,공과대학,공학,1,정원내신입학,수료연구(재학),신소재공학과,신소재공학전공,AAG/JVT6xluE6DbNm+mre8iq,korean,석사과정,2021,2R,19910215,3.38,4,,47.5,48,타교,,0
2297,2297,4847,AAFpw/3D8/sFOte512KriRmu,공과대학,공학,1,외국인,제적,신소재공학과,신소재공학전공,AAFFq98RVJmyy5oFdvH57EFj,foreigner,석사과정,,,19950101,,1,,99,0,타교,,0
2298,2298,4848,AAE+euHIDDMnCKlZl5IgM01o,공과대학,공학,2,학연산협동과정,휴학,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,korean,석사과정,,,19960420,3.57,4,,47.5,50,타교,,0
2300,2300,4851,AAHWEvw4LbU/00rWbMKhp22h,공과대학,공학,2,정원내신입학,수료연구(재학),신소재공학과,신소재공학전공,AAGng2Xk5q/nlflQ02KiFiAY,korean,석사과정,2021,2R,19960428,4.11,4,35203000,47.5,49.5,타교,,1466791.667
2311,2311,4887,AAHObNb+dWJvAyvNjAxCKxsa,공과대학,공학,2,정원내신입학,휴학,신소재공학과,신소재공학전공,AAFFq98RVJmyy5oFdvH57EFj,korean,석사과정,,,19930910,4.31,3,35519900,47.5,50,타교,,1973327.778
2312,2312,4888,AAHrfLjCo3K8cxW0bUeYSnIL,공과대학,공학,1,정원내신입학,수료연구(재학),신소재공학과,신소재공학전공,AAHVMQxXZzh89KjrTenp6nPf,korean,석사과정,2021,2R,19930314,3.56,4,62570000,46.5,46.5,타교,,2607083.333
2313,2313,4889,AAF+xUSbxspwt2Ost647l6p9,공과대학,공학,1,정원내신입학,수료연구(재학),신소재공학과,신소재공학전공,AAGIpY6zTBUyBLr8cJYk1U6J,korean,석사과정,2021,2R,19910918,3.44,4,43200000,47.5,46.5,타교,,1800000
2315,2315,4893,AAEwo5FLSrXLiePEFcKON0M5,공과대학,공학,2,정원내신입학,제적,기계공학과,기계공학전공,,korean,석사과정,,,19920707,,1,,46,42,타교,,0
2324,2324,4914,AAFzwPjOm8+mWQr2runymEre,공과대학,공학,1,학연산협동과정,수료연구(재학),신소재공학과,신소재공학전공,AAE330+czTet4zmy3RsNp6PW,korean,석사과정,2021,2R,19931227,3.17,4,,46.5,47,타교,,0
2333,2333,4930,AAFcpTCJt+JShTHnzpzQEpu3,공과대학,공학,2,정원내신입학,제적,건축사회환경공학과,사회인프라전공,AAHVEHlNvzWQFCLtWNufAFQh,korean,석사과정,,,19881010,,1,1260000,49.67,46.67,타교,,210000
2349,2349,4956,AAE/1qinw+SRKTGXnmNa0bvk,공과대학,공학,2,외국인,제적,건축사회환경공학과,사회인프라전공,AAHVEHlNvzWQFCLtWNufAFQh,foreigner,석사과정,,,19910520,0,1,1800000,97,,타교,,300000
2358,2358,4974,AAG4eD9hjzjP+klvNaDHlc7o,공과대학,공학,1,학연산협동과정,수료연구(재학),신소재공학과,신소재공학전공,AAFiFnbgowp64/vIKAkflPLV,korean,석사과정,2021,2R,19890122,3.28,4,,47.5,48,타교,,0
2361,2361,4989,AAH5Vy25UVsmfEDfqtTHk6bF,공과대학,공학,1,정원내신입학,제적,전기전자공학과,신호 및 멀티미디어전공,AAGioczb0MZcdiThVufZfhjq,korean,석사과정,,,19931005,4.5,1,3000000,43.1,42.2,타교,,500000
2404,2404,5111,AAEoKagHxJGDcQIoe5gOHpJO,공과대학,공학,1,정원내신입학,제적,기계공학과,기계공학전공,AAEjhMsY958qKCUYKbgm7g0N,korean,석사과정,,,19870903,3.92,2,,44.5,39,타교,,0
2406,2406,5114,AAFeJQCgeQ3cav6LPN7slq9G,공과대학,공학,1,학연산협동과정,수료연구(제적),전기전자공학과,제어·로봇·시스템,AAGRTPXixnSpI96DkLMAgUw7,korean,석사과정,2018,1R,19880124,4,4,,45,44,타교,,0
2425,2425,5157,AAEboQfpcVGWxqdpmeUWooBF,공과대학,공학,1,정원내신입학,제적,미세소자공학협동과정,반도체소자전공,AAHCS8Vz8WAW5jcXZ96IK161,korean,석사과정,,,19911212,,1,,48,48,타교,,0
2427,2427,5159,AAEmqLRTOE4+3/1XVVdvSZqH,공과대학,공학,1,정원내신입학,제적,메카트로닉스협동과정,메카트로닉스전공,AAGgK5aLYXtqUCEsJUyA69tb,korean,석사과정,,,19910409,4,1,,47,48.8,타교,,0
2431,2431,5166,AAFaV6/uAqL3onsXmjk4GrOX,공과대학,공학,2,정원내신입학,제적,메카트로닉스협동과정,메카트로닉스전공,AAHIZOBf233yijM0itKO4Vw1,korean,석사과정,,,19931129,,1,,48.6,49.8,자교,,0
2436,2436,5182,AAEC4uE0Ioz/tyZ2aEOetX12,공과대학,공학,1,정원내신입학,수료연구(재학),도시재생협동과정,,AAEyEJFtLns15HnluAGvdhns,korean,석사과정,2018,1R,19901220,4.19,4,,22.2,50,타교,,0
2480,2480,5287,AAHN95d+2ehXunZPWfz0maC/,공과대학,공학,2,학연산협동과정,제적,화공생명공학과,화공생명공학전공,AAFusQhKNZAOH5aykCeK8qQL,korean,석사과정,2021,2R,19950429,3.81,4,,49,32.5,타교,,0
2485,2485,5304,AAFHmzXbeC6O7bRdhnXuaAJJ,공과대학,공학,2,외국인,제적,산업경영공학과,산업경영공학전공,AAHzEGR8qBuR0Po+JyJGxFU6,foreigner,석사과정,,,19930715,4,1,,82.33,,타교,,0
2487,2487,5315,AAGvzrifn0BuGB0D3zqePJo8,공과대학,공학,1,정원내신입학,제적,건축사회환경공학과,건설시스템 경영 및 관리,AAGt4tT4YHtLHUas1+cZcz2X,korean,석사과정,,,19890717,4,1,1800000,47,46.5,타교,,300000
2488,2488,5316,AAEd2b7Ajz1JsBURBO8uUz69,공과대학,공학,1,정원내신입학,수료연구(재학),화공생명공학과,화공생명공학전공,AAFusQhKNZAOH5aykCeK8qQL,korean,석사과정,2021,2R,19931205,4.39,4,31170000,57.75,36.75,자교,,1298750
2489,2489,5320,AAFHh/UE8z682VEem1gfF4+C,공과대학,공학,1,정원내신입학,수료연구(재학),화공생명공학과,화공생명공학전공,AAGXlfpkTlt2jDHcvujVd5hy,korean,석사과정,2021,2R,19930921,4.19,4,51450000,58.5,38,자교,,2143750
2495,2495,5350,AAGyUooG+v+roljZMcreNeQC,공과대학,공학,1,정원내신입학,제적,건축사회환경공학과,물과 환경전공,AAFfknO6JgD5dVkClElRTC9k,korean,석사과정,,,19911024,3.17,2,11050000,46,48.25,타교,,920833.3333
2551,2551,5436,AAFXnUz9FbmZEknWrpeRzC+/,공과대학,공학,1,외국인,제적,건축학과,건축계획학전공,AAEjMsfJhz6aAH7Yu3NHhH3H,foreigner,석사과정,,,19940513,4,1,,87.19,0,타교,,0
2552,2552,5437,AAGoi05DgsWdg5nYSkdrH1BL,공과대학,공학,1,외국인,재학,건축학과,건축계획학전공,AAGqlLslP9/uIFQLbRKSWiid,foreigner,석사과정,,,19941028,4.44,5,,0,80.3,타교,,0
2553,2553,5438,AAFDNmYySADNx02OuifZDb69,공과대학,공학,1,외국인,휴학,건축학과,도시계획 및 도시설계전공,AAHgiM2C3WUM7yWRxcTuz+r0,foreigner,석사과정,,,19900309,4.06,3,,90.3,0,타교,,0
2562,2562,5448,AAHrKPfJxX1ejk7ZsuaEcJyZ,공과대학,공학,1,학연산협동과정,제적,신소재공학과,신소재공학전공,AAHVMQxXZzh89KjrTenp6nPf,korean,석사과정,,,19900303,3,1,,57,33,타교,,0
2579,2579,5478,AAHf1bgRiEhhLDC2Ym4ssboZ,공과대학,공학,1,정원내신입학,재학,산업경영공학과,산업인공지능전공,AAFD3xbYP2/G9DXqA0Ck4KRi,korean,석사과정,,,19930618,4.44,4,40769820,44.67,47.33,타교,,1698742.5
2580,2580,5480,AAFVMin/ySO+fZiex/ZhZ6Ja,공과대학,공학,1,정원내신입학,제적,산업경영공학과,산업인공지능전공,AAGSoibhbuaMHvaEgs67mK2C,korean,석사과정,,,19950106,4,2,10800000,46.67,48.33,타교,,900000
2583,2583,5490,AAEbi7n6vDtmirCkfyAkPijW,공과대학,공학,1,정원내신입학,수료연구(재학),산업경영공학과,산업경영공학전공,AAHe3qLoB9LSq82trspZ8MJo,korean,석사과정,2021,2R,19920511,4.25,4,19935000,46,48.67,타교,,830625
2584,2584,5492,AAEqErYLz/cA+f3M6J5uwXdB,공과대학,공학,1,정원내재입학,재학,건축사회환경공학과,물과 환경전공,AAGf8vYauYE4gGkoGe41B95E,korean,석사과정,,,19940917,3.75,2,9500000,45.5,48,타교,,791666.6667
2585,2585,5493,AAE2U9LuR0JoA7ADmCH0cstF,공과대학,공학,1,정원내신입학,재학,건축사회환경공학과,기후 및 에너지공학전공,AAF3gwz/EroDu8ymIDNVRNmZ,korean,석사과정,,,19950430,3.89,4,34650000,44.5,48,자교,,1443750
2586,2586,5494,AAHEqFCxA/RoJNYi0yx2gnBI,공과대학,공학,1,정원내신입학,수료연구(재학),건축사회환경공학과,물과 환경전공,AAERHrdcBrOvIerqQuy+uKnG,korean,석사과정,2021,2R,19830205,3.56,4,39307800,44.5,48.75,타교,,1637825
2587,2587,5496,AAGgSo3FOrz+DjckSaaVNmCr,공과대학,공학,2,외국인,수료,산업경영공학과,산업경영공학전공,AAHe3qLoB9LSq82trspZ8MJo,foreigner,석사과정,2020,2R,19950125,3.81,4,,90,0,타교,,0
2591,2591,5505,AAHpIax90f/cAd/jNea9iB6B,공과대학,공학,1,외국인,수료연구(재학),산업경영공학과,산업경영공학전공,AAGtJM3euCvvqb5hTFq1uzz2,foreigner,석사과정,2021,2R,19960303,3.94,4,,88,0,타교,,0
2593,2593,5509,AAEfOLdPu1yjUfGa1wXtmOjf,공과대학,공학,2,정원내신입학,휴학,건축사회환경공학과,사회인프라전공,AAGCqxpkl1TslVbWwzL7IA5K,korean,석사과정,,,19950904,4.38,3,34005360,46.75,49.25,타교,,1889186.667
2594,2594,5513,AAG+4/K10UCuU9Oyq5/LuFEA,공과대학,공학,2,외국인,제적,건축사회환경공학과,건설시스템 경영 및 관리,AAHpBFe+EZ/b+4BrGFPFBGbo,foreigner,석사과정,,,19940102,,1,,74.3,0,타교,,0
2605,2605,5555,AAEjVqiGM22GRRHVu8zI/gFH,공과대학,공학,1,정원내신입학,수료연구(재학),전기전자공학과,컴퓨터공학전공,AAFJLDVGob6voRy+G3e6TSKV,korean,석사과정,2021,2R,19930329,4.28,4,20910000,49.3,49.4,자교,,871250
2607,2607,5571,AAFzRMh62cysIbjDtCr/+x4Q,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAFsSXjLr7pE02FUjiD8u0rv,korean,석사과정,,,19951206,,1,1500000,44.67,49,자교,,250000
2608,2608,5574,AAEzHgA3vs+hB5JU1AP1P0g2,공과대학,공학,1,정원내신입학,제적,기계공학과,기계공학전공,AAHlOm/Wn0WH7i0fVzrduBYo,korean,석사과정,,,19940522,,1,6300000,47,46.33,타교,,1050000
2609,2609,5575,AAGC7mUhOxO1tj864Dj2Y9Cx,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAEXgpbpybfmEYI/SfyD7udJ,korean,석사과정,,,19941220,,1,3508920,45,50,자교,,584820
2610,2610,5576,AAGr0TCbBFFuAlzkto8LGUA8,공과대학,공학,1,정원내신입학,제적,메카트로닉스협동과정,메카트로닉스전공,AAFHzY8JkkLSWvCRab14c8yE,korean,석사과정,,,19920919,2.83,1,6600000,45,47.1,타교,,1100000
2617,2617,5614,AAGzmxtUgbBjsfkWOyc5ifX1,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAFHzY8JkkLSWvCRab14c8yE,korean,석사과정,,,19960227,,1,6300000,47,45.67,타교,,1050000
2630,2630,5631,AAGgcwkfTRCqgbRqAZSeiI0x,공과대학,공학,2,정원내신입학,제적,건축사회환경공학과,물과 환경전공,AAGopWa0c7/Rh6S3QHrGGKvP,korean,석사과정,,,19950727,4.5,1,10285000,49.2,49.2,자교,,1714166.667
2639,2639,5650,AAElAr3SyN41Fy+wQnDtD2MB,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAF0RhmCLYYNnbONzaDYXm0Q,korean,석사과정,,,19920813,,1,3000000,42.67,49,타교,,500000
2640,2640,5651,AAGHyyRrfbHden37ysmWhRPF,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAFHzY8JkkLSWvCRab14c8yE,korean,석사과정,,,19960307,,1,6300000,45,47,타교,,1050000
2641,2641,5652,AAGG2d4zOWR6cXvHfbJFvQkz,공과대학,공학,1,외국인,재학,기계공학과,기계공학전공,AAE9Ipr71+/6GsTPmjhNi//p,foreigner,석사과정,,,19970518,,1,,87.67,0,타교,,0
2642,2642,5653,AAE3No0/XNTTZ/ctU7dRAgTd,공과대학,공학,1,외국인,재학,기계공학과,기계공학전공,AAE9Ipr71+/6GsTPmjhNi//p,foreigner,석사과정,,,19960922,,1,4900000,92,0,타교,,816666.6667
2643,2643,5654,AAHNSRSFSZEUV0n51Ylmou2a,공과대학,공학,1,학연산협동과정,재학,기계공학과,기계공학전공,AAHy8v9SxR3RPadDh04S1IFi,korean,석사과정,,,19960522,,1,,49,50,자교,,0
2655,2655,5684,AAEckXE2wi5OEfpOb+T0y9v8,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAGMlJxfOORPzbzO8WPFu09N,korean,석사과정,,,19950907,,1,6800000,45.67,50,자교,,1133333.333
2672,2672,5716,AAEhtqlxKtWeaB2mSwFNAqis,공과대학,공학,1,학연산협동과정,수료연구(재학),전기전자공학과,반도체 및 나노전공,AAEi0/vt9suG6wBPbYe80RHO,korean,석사과정,2021,2R,19930205,4.38,4,,46.6,48.3,타교,,0
2674,2674,5721,AAF9GuoZVONdKGxJIxh8qwYf,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAG9vgWMRYHtNalVfeopzK5v,korean,석사과정,,,19950906,,1,3480000,45.67,46.67,타교,,580000
2675,2675,5722,AAFGeGthLGL0Fc/UoxVw87Mn,공과대학,공학,1,정원내신입학,수료,전기전자공학과,컴퓨터공학전공,AAEmu2rCvjUFvMsC38ysOahB,korean,석사과정,2020,2R,19920227,4,4,35685000,47.2,48.1,자교,,1486875
